Day,Date,Time,DateAndTime,Entry,is_weekend,rain_class,rain_amount,rain_desc
Saturday,4/22/2023,16:00,22.04.2023 16.00.00,2596,1,2,4,Light Rain
Saturday,4/22/2023,17:00,22.04.2023 17.00.00,2960,1,2,4,Light Rain
Saturday,4/22/2023,18:00,22.04.2023 18.00.00,2509,1,2,4,Light Rain
Saturday,4/22/2023,19:00,22.04.2023 19.00.00,2525,1,2,4,Light Rain
Saturday,4/22/2023,20:00,22.04.2023 20.00.00,2095,1,2,4,Light Rain
Saturday,4/22/2023,21:00,22.04.2023 21.00.00,1405,1,2,4,Light Rain
Saturday,4/22/2023,22:00,22.04.2023 22.00.00,16,1,2,4,Light Rain
Saturday,4/22/2023,23:00,22.04.2023 23.00.00,0,1,2,4,Light Rain
Sunday,4/23/2023,4:00,23.04.2023 04.00.00,0,1,0,0,No Rain
Sunday,4/23/2023,5:00,23.04.2023 05.00.00,1117,1,0,0,No Rain
Sunday,4/23/2023,6:00,23.04.2023 06.00.00,1499,1,0,0,No Rain
Sunday,4/23/2023,7:00,23.04.2023 07.00.00,1836,1,0,0,No Rain
Sunday,4/23/2023,8:00,23.04.2023 08.00.00,2056,1,0,0,No Rain
Sunday,4/23/2023,9:00,23.04.2023 09.00.00,2341,1,0,0,No Rain
Sunday,4/23/2023,10:00,23.04.2023 10.00.00,2085,1,0,0,No Rain
Sunday,4/23/2023,11:00,23.04.2023 11.00.00,2575,1,0,0,No Rain
Sunday,4/23/2023,12:00,23.04.2023 12.00.00,2230,1,0,0,No Rain
Sunday,4/23/2023,13:00,23.04.2023 13.00.00,2099,1,0,0,No Rain
Sunday,4/23/2023,14:00,23.04.2023 14.00.00,2077,1,0,0,No Rain
Sunday,4/23/2023,15:00,23.04.2023 15.00.00,2355,1,0,0,No Rain
Sunday,4/23/2023,16:00,23.04.2023 16.00.00,2549,1,0,0,No Rain
Sunday,4/23/2023,17:00,23.04.2023 17.00.00,2570,1,0,0,No Rain
Sunday,4/23/2023,18:00,23.04.2023 18.00.00,2395,1,0,0,No Rain
Sunday,4/23/2023,19:00,23.04.2023 19.00.00,2540,1,0,0,No Rain
Sunday,4/23/2023,20:00,23.04.2023 20.00.00,2108,1,0,0,No Rain
Sunday,4/23/2023,21:00,23.04.2023 21.00.00,1358,1,0,0,No Rain
Sunday,4/23/2023,22:00,23.04.2023 22.00.00,44,1,0,0,No Rain
Sunday,4/23/2023,23:00,23.04.2023 23.00.00,0,1,0,0,No Rain
Monday,4/24/2023,4:00,24.04.2023 04.00.00,0,0,3,14.5,Moderate Rain
Monday,4/24/2023,5:00,24.04.2023 05.00.00,3425,0,3,14.5,Moderate Rain
Monday,4/24/2023,6:00,24.04.2023 06.00.00,4745,0,3,14.5,Moderate Rain
Monday,4/24/2023,7:00,24.04.2023 07.00.00,5440,0,3,14.5,Moderate Rain
Monday,4/24/2023,8:00,24.04.2023 08.00.00,4457,0,3,14.5,Moderate Rain
Monday,4/24/2023,9:00,24.04.2023 09.00.00,3618,0,3,14.5,Moderate Rain
Monday,4/24/2023,10:00,24.04.2023 10.00.00,2803,0,3,14.5,Moderate Rain
Monday,4/24/2023,11:00,24.04.2023 11.00.00,2460,0,3,14.5,Moderate Rain
Monday,4/24/2023,12:00,24.04.2023 12.00.00,2569,0,3,14.5,Moderate Rain
Monday,4/24/2023,13:00,24.04.2023 13.00.00,2584,0,3,14.5,Moderate Rain
Monday,4/24/2023,14:00,24.04.2023 14.00.00,2428,0,3,14.5,Moderate Rain
Monday,4/24/2023,15:00,24.04.2023 15.00.00,2433,0,3,14.5,Moderate Rain
Monday,4/24/2023,16:00,24.04.2023 16.00.00,3008,0,3,14.5,Moderate Rain
Monday,4/24/2023,17:00,24.04.2023 17.00.00,3667,0,3,14.5,Moderate Rain
Monday,4/24/2023,18:00,24.04.2023 18.00.00,3428,0,3,14.5,Moderate Rain
Monday,4/24/2023,19:00,24.04.2023 19.00.00,2983,0,3,14.5,Moderate Rain
Monday,4/24/2023,20:00,24.04.2023 20.00.00,2228,0,3,14.5,Moderate Rain
Monday,4/24/2023,21:00,24.04.2023 21.00.00,1419,0,3,14.5,Moderate Rain
Monday,4/24/2023,22:00,24.04.2023 22.00.00,39,0,3,14.5,Moderate Rain
Monday,4/24/2023,23:00,24.04.2023 23.00.00,0,0,3,14.5,Moderate Rain
Tuesday,4/25/2023,4:00,25.04.2023 04.00.00,0,0,0,0,No Rain
Tuesday,4/25/2023,5:00,25.04.2023 05.00.00,2948,0,0,0,No Rain
Tuesday,4/25/2023,6:00,25.04.2023 06.00.00,4370,0,0,0,No Rain
Tuesday,4/25/2023,7:00,25.04.2023 07.00.00,5568,0,0,0,No Rain
Tuesday,4/25/2023,8:00,25.04.2023 08.00.00,4196,0,0,0,No Rain
Tuesday,4/25/2023,9:00,25.04.2023 09.00.00,3472,0,0,0,No Rain
Tuesday,4/25/2023,10:00,25.04.2023 10.00.00,2679,0,0,0,No Rain
Tuesday,4/25/2023,11:00,25.04.2023 11.00.00,2511,0,0,0,No Rain
Tuesday,4/25/2023,12:00,25.04.2023 12.00.00,2402,0,0,0,No Rain
Tuesday,4/25/2023,13:00,25.04.2023 13.00.00,2397,0,0,0,No Rain
Tuesday,4/25/2023,14:00,25.04.2023 14.00.00,2328,0,0,0,No Rain
Tuesday,4/25/2023,15:00,25.04.2023 15.00.00,2372,0,0,0,No Rain
Tuesday,4/25/2023,16:00,25.04.2023 16.00.00,2774,0,0,0,No Rain
Tuesday,4/25/2023,17:00,25.04.2023 17.00.00,3809,0,0,0,No Rain
Tuesday,4/25/2023,18:00,25.04.2023 18.00.00,3470,0,0,0,No Rain
Tuesday,4/25/2023,19:00,25.04.2023 19.00.00,3124,0,0,0,No Rain
Tuesday,4/25/2023,20:00,25.04.2023 20.00.00,2570,0,0,0,No Rain
Tuesday,4/25/2023,21:00,25.04.2023 21.00.00,1545,0,0,0,No Rain
Tuesday,4/25/2023,22:00,25.04.2023 22.00.00,73,0,0,0,No Rain
Tuesday,4/25/2023,23:00,25.04.2023 23.00.00,0,0,0,0,No Rain
Wednesday,4/26/2023,4:00,26.04.2023 04.00.00,0,0,0,0,No Rain
Wednesday,4/26/2023,5:00,26.04.2023 05.00.00,2748,0,0,0,No Rain
Wednesday,4/26/2023,6:00,26.04.2023 06.00.00,4704,0,0,0,No Rain
Wednesday,4/26/2023,7:00,26.04.2023 07.00.00,5453,0,0,0,No Rain
Wednesday,4/26/2023,8:00,26.04.2023 08.00.00,4301,0,0,0,No Rain
Wednesday,4/26/2023,9:00,26.04.2023 09.00.00,3393,0,0,0,No Rain
Wednesday,4/26/2023,10:00,26.04.2023 10.00.00,2926,0,0,0,No Rain
Wednesday,4/26/2023,11:00,26.04.2023 11.00.00,2678,0,0,0,No Rain
Wednesday,4/26/2023,12:00,26.04.2023 12.00.00,2600,0,0,0,No Rain
Wednesday,4/26/2023,13:00,26.04.2023 13.00.00,2434,0,0,0,No Rain
Wednesday,4/26/2023,14:00,26.04.2023 14.00.00,2365,0,0,0,No Rain
Wednesday,4/26/2023,15:00,26.04.2023 15.00.00,2586,0,0,0,No Rain
Wednesday,4/26/2023,16:00,26.04.2023 16.00.00,3071,0,0,0,No Rain
Wednesday,4/26/2023,17:00,26.04.2023 17.00.00,3599,0,0,0,No Rain
Wednesday,4/26/2023,18:00,26.04.2023 18.00.00,3444,0,0,0,No Rain
Wednesday,4/26/2023,19:00,26.04.2023 19.00.00,3120,0,0,0,No Rain
Wednesday,4/26/2023,20:00,26.04.2023 20.00.00,2549,0,0,0,No Rain
Wednesday,4/26/2023,21:00,26.04.2023 21.00.00,1667,0,0,0,No Rain
Wednesday,4/26/2023,22:00,26.04.2023 22.00.00,41,0,0,0,No Rain
Wednesday,4/26/2023,23:00,26.04.2023 23.00.00,0,0,0,0,No Rain
Thursday,4/27/2023,4:00,27.04.2023 04.00.00,0,0,0,0,No Rain
Thursday,4/27/2023,5:00,27.04.2023 05.00.00,2784,0,0,0,No Rain
Thursday,4/27/2023,6:00,27.04.2023 06.00.00,4459,0,0,0,No Rain
Thursday,4/27/2023,7:00,27.04.2023 07.00.00,5065,0,0,0,No Rain
Thursday,4/27/2023,8:00,27.04.2023 08.00.00,4377,0,0,0,No Rain
Thursday,4/27/2023,9:00,27.04.2023 09.00.00,3291,0,0,0,No Rain
Thursday,4/27/2023,10:00,27.04.2023 10.00.00,2567,0,0,0,No Rain
Thursday,4/27/2023,11:00,27.04.2023 11.00.00,2521,0,0,0,No Rain
Thursday,4/27/2023,12:00,27.04.2023 12.00.00,2399,0,0,0,No Rain
Thursday,4/27/2023,13:00,27.04.2023 13.00.00,2319,0,0,0,No Rain
Thursday,4/27/2023,14:00,27.04.2023 14.00.00,2265,0,0,0,No Rain
Thursday,4/27/2023,15:00,27.04.2023 15.00.00,2280,0,0,0,No Rain
Thursday,4/27/2023,16:00,27.04.2023 16.00.00,2976,0,0,0,No Rain
Thursday,4/27/2023,17:00,27.04.2023 17.00.00,3508,0,0,0,No Rain
Thursday,4/27/2023,18:00,27.04.2023 18.00.00,3327,0,0,0,No Rain
Thursday,4/27/2023,19:00,27.04.2023 19.00.00,3170,0,0,0,No Rain
Thursday,4/27/2023,20:00,27.04.2023 20.00.00,2422,0,0,0,No Rain
Thursday,4/27/2023,21:00,27.04.2023 21.00.00,1600,0,0,0,No Rain
Thursday,4/27/2023,22:00,27.04.2023 22.00.00,40,0,0,0,No Rain
Thursday,4/27/2023,23:00,27.04.2023 23.00.00,0,0,0,0,No Rain
Friday,4/28/2023,4:00,28.04.2023 04.00.00,0,0,0,0,No Rain
Friday,4/28/2023,5:00,28.04.2023 05.00.00,2689,0,0,0,No Rain
Friday,4/28/2023,6:00,28.04.2023 06.00.00,4148,0,0,0,No Rain
Friday,4/28/2023,7:00,28.04.2023 07.00.00,5075,0,0,0,No Rain
Friday,4/28/2023,8:00,28.04.2023 08.00.00,4175,0,0,0,No Rain
Friday,4/28/2023,9:00,28.04.2023 09.00.00,3380,0,0,0,No Rain
Friday,4/28/2023,10:00,28.04.2023 10.00.00,2736,0,0,0,No Rain
Friday,4/28/2023,11:00,28.04.2023 11.00.00,2741,0,0,0,No Rain
Friday,4/28/2023,12:00,28.04.2023 12.00.00,2627,0,0,0,No Rain
Friday,4/28/2023,13:00,28.04.2023 13.00.00,2625,0,0,0,No Rain
Friday,4/28/2023,14:00,28.04.2023 14.00.00,2490,0,0,0,No Rain
Friday,4/28/2023,15:00,28.04.2023 15.00.00,2633,0,0,0,No Rain
Friday,4/28/2023,16:00,28.04.2023 16.00.00,3215,0,0,0,No Rain
Friday,4/28/2023,17:00,28.04.2023 17.00.00,3560,0,0,0,No Rain
Friday,4/28/2023,18:00,28.04.2023 18.00.00,3632,0,0,0,No Rain
Friday,4/28/2023,19:00,28.04.2023 19.00.00,3349,0,0,0,No Rain
Friday,4/28/2023,20:00,28.04.2023 20.00.00,2700,0,0,0,No Rain
Friday,4/28/2023,21:00,28.04.2023 21.00.00,2062,0,0,0,No Rain
Friday,4/28/2023,22:00,28.04.2023 22.00.00,65,0,0,0,No Rain
Friday,4/28/2023,23:00,28.04.2023 23.00.00,0,0,0,0,No Rain
Saturday,4/29/2023,4:00,29.04.2023 04.00.00,0,1,0,0,No Rain
Saturday,4/29/2023,5:00,29.04.2023 05.00.00,1989,1,0,0,No Rain
Saturday,4/29/2023,6:00,29.04.2023 06.00.00,2679,1,0,0,No Rain
Saturday,4/29/2023,7:00,29.04.2023 07.00.00,2742,1,0,0,No Rain
Saturday,4/29/2023,8:00,29.04.2023 08.00.00,2590,1,0,0,No Rain
Saturday,4/29/2023,9:00,29.04.2023 09.00.00,2635,1,0,0,No Rain
Saturday,4/29/2023,10:00,29.04.2023 10.00.00,2422,1,0,0,No Rain
Saturday,4/29/2023,11:00,29.04.2023 11.00.00,2464,1,0,0,No Rain
Saturday,4/29/2023,12:00,29.04.2023 12.00.00,2416,1,0,0,No Rain
Saturday,4/29/2023,13:00,29.04.2023 13.00.00,2553,1,0,0,No Rain
Saturday,4/29/2023,14:00,29.04.2023 14.00.00,2372,1,0,0,No Rain
Saturday,4/29/2023,15:00,29.04.2023 15.00.00,2545,1,0,0,No Rain
Saturday,4/29/2023,16:00,29.04.2023 16.00.00,3141,1,0,0,No Rain
Saturday,4/29/2023,17:00,29.04.2023 17.00.00,3260,1,0,0,No Rain
Saturday,4/29/2023,18:00,29.04.2023 18.00.00,3280,1,0,0,No Rain
Saturday,4/29/2023,19:00,29.04.2023 19.00.00,2741,1,0,0,No Rain
Saturday,4/29/2023,20:00,29.04.2023 20.00.00,2534,1,0,0,No Rain
Saturday,4/29/2023,21:00,29.04.2023 21.00.00,2021,1,0,0,No Rain
Saturday,4/29/2023,22:00,29.04.2023 22.00.00,83,1,0,0,No Rain
Saturday,4/29/2023,23:00,29.04.2023 23.00.00,0,1,0,0,No Rain
Sunday,4/30/2023,4:00,30.04.2023 04.00.00,0,1,0,0,No Rain
Sunday,4/30/2023,5:00,30.04.2023 05.00.00,1175,1,0,0,No Rain
Sunday,4/30/2023,6:00,30.04.2023 06.00.00,1646,1,0,0,No Rain
Sunday,4/30/2023,7:00,30.04.2023 07.00.00,1842,1,0,0,No Rain
Sunday,4/30/2023,8:00,30.04.2023 08.00.00,2258,1,0,0,No Rain
Sunday,4/30/2023,9:00,30.04.2023 09.00.00,2413,1,0,0,No Rain
Sunday,4/30/2023,10:00,30.04.2023 10.00.00,2277,1,0,0,No Rain
Sunday,4/30/2023,11:00,30.04.2023 11.00.00,2613,1,0,0,No Rain
Sunday,4/30/2023,12:00,30.04.2023 12.00.00,2449,1,0,0,No Rain
Sunday,4/30/2023,13:00,30.04.2023 13.00.00,2452,1,0,0,No Rain
Sunday,4/30/2023,14:00,30.04.2023 14.00.00,2230,1,0,0,No Rain
Sunday,4/30/2023,15:00,30.04.2023 15.00.00,2315,1,0,0,No Rain
Sunday,4/30/2023,16:00,30.04.2023 16.00.00,2471,1,0,0,No Rain
Sunday,4/30/2023,17:00,30.04.2023 17.00.00,2654,1,0,0,No Rain
Sunday,4/30/2023,18:00,30.04.2023 18.00.00,2704,1,0,0,No Rain
Sunday,4/30/2023,19:00,30.04.2023 19.00.00,2429,1,0,0,No Rain
Sunday,4/30/2023,20:00,30.04.2023 20.00.00,2117,1,0,0,No Rain
Sunday,4/30/2023,21:00,30.04.2023 21.00.00,1502,1,0,0,No Rain
Sunday,4/30/2023,22:00,30.04.2023 22.00.00,45,1,0,0,No Rain
Sunday,4/30/2023,23:00,30.04.2023 23.00.00,0,1,0,0,No Rain
Monday,5/1/2023,4:00,01.05.2023 04.00.00,0,0,0,0,No Rain
Monday,5/1/2023,5:00,01.05.2023 05.00.00,1463,0,0,0,No Rain
Monday,5/1/2023,6:00,01.05.2023 06.00.00,1817,0,0,0,No Rain
Monday,5/1/2023,7:00,01.05.2023 07.00.00,1503,0,0,0,No Rain
Monday,5/1/2023,8:00,01.05.2023 08.00.00,1599,0,0,0,No Rain
Monday,5/1/2023,9:00,01.05.2023 09.00.00,2123,0,0,0,No Rain
Monday,5/1/2023,10:00,01.05.2023 10.00.00,1996,0,0,0,No Rain
Monday,5/1/2023,11:00,01.05.2023 11.00.00,2168,0,0,0,No Rain
Monday,5/1/2023,12:00,01.05.2023 12.00.00,2001,0,0,0,No Rain
Monday,5/1/2023,13:00,01.05.2023 13.00.00,2034,0,0,0,No Rain
Monday,5/1/2023,14:00,01.05.2023 14.00.00,1894,0,0,0,No Rain
Monday,5/1/2023,15:00,01.05.2023 15.00.00,2117,0,0,0,No Rain
Monday,5/1/2023,16:00,01.05.2023 16.00.00,2472,0,0,0,No Rain
Monday,5/1/2023,17:00,01.05.2023 17.00.00,1565,0,0,0,No Rain
Monday,5/1/2023,18:00,01.05.2023 18.00.00,1407,0,0,0,No Rain
Monday,5/1/2023,19:00,01.05.2023 19.00.00,2836,0,0,0,No Rain
Monday,5/1/2023,20:00,01.05.2023 20.00.00,2511,0,0,0,No Rain
Monday,5/1/2023,21:00,01.05.2023 21.00.00,1721,0,0,0,No Rain
Monday,5/1/2023,22:00,01.05.2023 22.00.00,35,0,0,0,No Rain
Monday,5/1/2023,23:00,01.05.2023 23.00.00,0,0,0,0,No Rain
Tuesday,5/2/2023,4:00,02.05.2023 04.00.00,0,0,0,0,No Rain
Tuesday,5/2/2023,5:00,02.05.2023 05.00.00,3417,0,0,0,No Rain
Tuesday,5/2/2023,6:00,02.05.2023 06.00.00,4828,0,0,0,No Rain
Tuesday,5/2/2023,7:00,02.05.2023 07.00.00,5161,0,0,0,No Rain
Tuesday,5/2/2023,8:00,02.05.2023 08.00.00,4812,0,0,0,No Rain
Tuesday,5/2/2023,9:00,02.05.2023 09.00.00,3883,0,0,0,No Rain
Tuesday,5/2/2023,10:00,02.05.2023 10.00.00,3074,0,0,0,No Rain
Tuesday,5/2/2023,11:00,02.05.2023 11.00.00,2740,0,0,0,No Rain
Tuesday,5/2/2023,12:00,02.05.2023 12.00.00,2611,0,0,0,No Rain
Tuesday,5/2/2023,13:00,02.05.2023 13.00.00,2273,0,0,0,No Rain
Tuesday,5/2/2023,14:00,02.05.2023 14.00.00,2274,0,0,0,No Rain
Tuesday,5/2/2023,15:00,02.05.2023 15.00.00,2516,0,0,0,No Rain
Tuesday,5/2/2023,16:00,02.05.2023 16.00.00,2847,0,0,0,No Rain
Tuesday,5/2/2023,17:00,02.05.2023 17.00.00,3389,0,0,0,No Rain
Tuesday,5/2/2023,18:00,02.05.2023 18.00.00,3453,0,0,0,No Rain
Tuesday,5/2/2023,19:00,02.05.2023 19.00.00,3200,0,0,0,No Rain
Tuesday,5/2/2023,20:00,02.05.2023 20.00.00,2351,0,0,0,No Rain
Tuesday,5/2/2023,21:00,02.05.2023 21.00.00,1479,0,0,0,No Rain
Tuesday,5/2/2023,22:00,02.05.2023 22.00.00,49,0,0,0,No Rain
Tuesday,5/2/2023,23:00,02.05.2023 23.00.00,0,0,0,0,No Rain
Wednesday,5/3/2023,4:00,03.05.2023 04.00.00,0,0,0,0,No Rain
Wednesday,5/3/2023,5:00,03.05.2023 05.00.00,2965,0,0,0,No Rain
Wednesday,5/3/2023,6:00,03.05.2023 06.00.00,4603,0,0,0,No Rain
Wednesday,5/3/2023,7:00,03.05.2023 07.00.00,5390,0,0,0,No Rain
Wednesday,5/3/2023,8:00,03.05.2023 08.00.00,4464,0,0,0,No Rain
Wednesday,5/3/2023,9:00,03.05.2023 09.00.00,3605,0,0,0,No Rain
Wednesday,5/3/2023,10:00,03.05.2023 10.00.00,2845,0,0,0,No Rain
Wednesday,5/3/2023,11:00,03.05.2023 11.00.00,2750,0,0,0,No Rain
Wednesday,5/3/2023,12:00,03.05.2023 12.00.00,2821,0,0,0,No Rain
Wednesday,5/3/2023,13:00,03.05.2023 13.00.00,2511,0,0,0,No Rain
Wednesday,5/3/2023,14:00,03.05.2023 14.00.00,2544,0,0,0,No Rain
Wednesday,5/3/2023,15:00,03.05.2023 15.00.00,2648,0,0,0,No Rain
Wednesday,5/3/2023,16:00,03.05.2023 16.00.00,3125,0,0,0,No Rain
Wednesday,5/3/2023,17:00,03.05.2023 17.00.00,3403,0,0,0,No Rain
Wednesday,5/3/2023,18:00,03.05.2023 18.00.00,3442,0,0,0,No Rain
Wednesday,5/3/2023,19:00,03.05.2023 19.00.00,3105,0,0,0,No Rain
Wednesday,5/3/2023,20:00,03.05.2023 20.00.00,2467,0,0,0,No Rain
Wednesday,5/3/2023,21:00,03.05.2023 21.00.00,1601,0,0,0,No Rain
Wednesday,5/3/2023,22:00,03.05.2023 22.00.00,60,0,0,0,No Rain
Wednesday,5/3/2023,23:00,03.05.2023 23.00.00,0,0,0,0,No Rain
Thursday,5/4/2023,4:00,04.05.2023 04.00.00,0,0,2,2,Light Rain
Thursday,5/4/2023,5:00,04.05.2023 05.00.00,2799,0,2,2,Light Rain
Thursday,5/4/2023,6:00,04.05.2023 06.00.00,4496,0,2,2,Light Rain
Thursday,5/4/2023,7:00,04.05.2023 07.00.00,5207,0,2,2,Light Rain
Thursday,5/4/2023,8:00,04.05.2023 08.00.00,4286,0,2,2,Light Rain
Thursday,5/4/2023,9:00,04.05.2023 09.00.00,3234,0,2,2,Light Rain
Thursday,5/4/2023,10:00,04.05.2023 10.00.00,2406,0,2,2,Light Rain
Thursday,5/4/2023,11:00,04.05.2023 11.00.00,2561,0,2,2,Light Rain
Thursday,5/4/2023,12:00,04.05.2023 12.00.00,2365,0,2,2,Light Rain
Thursday,5/4/2023,13:00,04.05.2023 13.00.00,2173,0,2,2,Light Rain
Thursday,5/4/2023,14:00,04.05.2023 14.00.00,2137,0,2,2,Light Rain
Thursday,5/4/2023,15:00,04.05.2023 15.00.00,2288,0,2,2,Light Rain
Thursday,5/4/2023,16:00,04.05.2023 16.00.00,2857,0,2,2,Light Rain
Thursday,5/4/2023,17:00,04.05.2023 17.00.00,3274,0,2,2,Light Rain
Thursday,5/4/2023,18:00,04.05.2023 18.00.00,3068,0,2,2,Light Rain
Thursday,5/4/2023,19:00,04.05.2023 19.00.00,2931,0,2,2,Light Rain
Thursday,5/4/2023,20:00,04.05.2023 20.00.00,2413,0,2,2,Light Rain
Thursday,5/4/2023,21:00,04.05.2023 21.00.00,1564,0,2,2,Light Rain
Thursday,5/4/2023,22:00,04.05.2023 22.00.00,50,0,2,2,Light Rain
Thursday,5/4/2023,23:00,04.05.2023 23.00.00,0,0,2,2,Light Rain
Friday,5/5/2023,4:00,05.05.2023 04.00.00,0,0,0,0,No Rain
Friday,5/5/2023,5:00,05.05.2023 05.00.00,2579,0,0,0,No Rain
Friday,5/5/2023,6:00,05.05.2023 06.00.00,4150,0,0,0,No Rain
Friday,5/5/2023,7:00,05.05.2023 07.00.00,4893,0,0,0,No Rain
Friday,5/5/2023,8:00,05.05.2023 08.00.00,3999,0,0,0,No Rain
Friday,5/5/2023,9:00,05.05.2023 09.00.00,3236,0,0,0,No Rain
Friday,5/5/2023,10:00,05.05.2023 10.00.00,2780,0,0,0,No Rain
Friday,5/5/2023,11:00,05.05.2023 11.00.00,2577,0,0,0,No Rain
Friday,5/5/2023,12:00,05.05.2023 12.00.00,2567,0,0,0,No Rain
Friday,5/5/2023,13:00,05.05.2023 13.00.00,2542,0,0,0,No Rain
Friday,5/5/2023,14:00,05.05.2023 14.00.00,2408,0,0,0,No Rain
Friday,5/5/2023,15:00,05.05.2023 15.00.00,2566,0,0,0,No Rain
Friday,5/5/2023,16:00,05.05.2023 16.00.00,2694,0,0,0,No Rain
Friday,5/5/2023,17:00,05.05.2023 17.00.00,3506,0,0,0,No Rain
Friday,5/5/2023,18:00,05.05.2023 18.00.00,3220,0,0,0,No Rain
Friday,5/5/2023,19:00,05.05.2023 19.00.00,2945,0,0,0,No Rain
Friday,5/5/2023,20:00,05.05.2023 20.00.00,2687,0,0,0,No Rain
Friday,5/5/2023,21:00,05.05.2023 21.00.00,1807,0,0,0,No Rain
Friday,5/5/2023,22:00,05.05.2023 22.00.00,59,0,0,0,No Rain
Friday,5/5/2023,23:00,05.05.2023 23.00.00,0,0,0,0,No Rain
Saturday,5/6/2023,4:00,06.05.2023 04.00.00,0,1,0,0,No Rain
Saturday,5/6/2023,5:00,06.05.2023 05.00.00,1963,1,0,0,No Rain
Saturday,5/6/2023,6:00,06.05.2023 06.00.00,2541,1,0,0,No Rain
Saturday,5/6/2023,7:00,06.05.2023 07.00.00,2655,1,0,0,No Rain
Saturday,5/6/2023,8:00,06.05.2023 08.00.00,2551,1,0,0,No Rain
Saturday,5/6/2023,9:00,06.05.2023 09.00.00,2497,1,0,0,No Rain
Saturday,5/6/2023,10:00,06.05.2023 10.00.00,2329,1,0,0,No Rain
Saturday,5/6/2023,11:00,06.05.2023 11.00.00,2405,1,0,0,No Rain
Saturday,5/6/2023,12:00,06.05.2023 12.00.00,2391,1,0,0,No Rain
Saturday,5/6/2023,13:00,06.05.2023 13.00.00,2526,1,0,0,No Rain
Saturday,5/6/2023,14:00,06.05.2023 14.00.00,2232,1,0,0,No Rain
Saturday,5/6/2023,15:00,06.05.2023 15.00.00,2470,1,0,0,No Rain
Saturday,5/6/2023,16:00,06.05.2023 16.00.00,2935,1,0,0,No Rain
Saturday,5/6/2023,17:00,06.05.2023 17.00.00,3257,1,0,0,No Rain
Saturday,5/6/2023,18:00,06.05.2023 18.00.00,3058,1,0,0,No Rain
Saturday,5/6/2023,19:00,06.05.2023 19.00.00,2683,1,0,0,No Rain
Saturday,5/6/2023,20:00,06.05.2023 20.00.00,2271,1,0,0,No Rain
Saturday,5/6/2023,21:00,06.05.2023 21.00.00,1644,1,0,0,No Rain
Saturday,5/6/2023,22:00,06.05.2023 22.00.00,21,1,0,0,No Rain
Saturday,5/6/2023,23:00,06.05.2023 23.00.00,0,1,0,0,No Rain
Sunday,5/7/2023,4:00,07.05.2023 04.00.00,0,1,0,0,No Rain
Sunday,5/7/2023,5:00,07.05.2023 05.00.00,1211,1,0,0,No Rain
Sunday,5/7/2023,6:00,07.05.2023 06.00.00,1516,1,0,0,No Rain
Sunday,5/7/2023,7:00,07.05.2023 07.00.00,1761,1,0,0,No Rain
Sunday,5/7/2023,8:00,07.05.2023 08.00.00,2032,1,0,0,No Rain
Sunday,5/7/2023,9:00,07.05.2023 09.00.00,2390,1,0,0,No Rain
Sunday,5/7/2023,10:00,07.05.2023 10.00.00,2165,1,0,0,No Rain
Sunday,5/7/2023,11:00,07.05.2023 11.00.00,2095,1,0,0,No Rain
Sunday,5/7/2023,12:00,07.05.2023 12.00.00,2311,1,0,0,No Rain
Sunday,5/7/2023,13:00,07.05.2023 13.00.00,2184,1,0,0,No Rain
Sunday,5/7/2023,14:00,07.05.2023 14.00.00,2331,1,0,0,No Rain
Sunday,5/7/2023,15:00,07.05.2023 15.00.00,2322,1,0,0,No Rain
Sunday,5/7/2023,16:00,07.05.2023 16.00.00,2508,1,0,0,No Rain
Sunday,5/7/2023,17:00,07.05.2023 17.00.00,2691,1,0,0,No Rain
Sunday,5/7/2023,18:00,07.05.2023 18.00.00,2399,1,0,0,No Rain
Sunday,5/7/2023,19:00,07.05.2023 19.00.00,2590,1,0,0,No Rain
Sunday,5/7/2023,20:00,07.05.2023 20.00.00,2355,1,0,0,No Rain
Sunday,5/7/2023,21:00,07.05.2023 21.00.00,1677,1,0,0,No Rain
Sunday,5/7/2023,22:00,07.05.2023 22.00.00,53,1,0,0,No Rain
Sunday,5/7/2023,23:00,07.05.2023 23.00.00,0,1,0,0,No Rain
Monday,5/8/2023,4:00,08.05.2023 04.00.00,0,0,0,0,No Rain
Monday,5/8/2023,5:00,08.05.2023 05.00.00,3241,0,0,0,No Rain
Monday,5/8/2023,6:00,08.05.2023 06.00.00,4754,0,0,0,No Rain
Monday,5/8/2023,7:00,08.05.2023 07.00.00,5325,0,0,0,No Rain
Monday,5/8/2023,8:00,08.05.2023 08.00.00,4387,0,0,0,No Rain
Monday,5/8/2023,9:00,08.05.2023 09.00.00,3487,0,0,0,No Rain
Monday,5/8/2023,10:00,08.05.2023 10.00.00,2860,0,0,0,No Rain
Monday,5/8/2023,11:00,08.05.2023 11.00.00,2708,0,0,0,No Rain
Monday,5/8/2023,12:00,08.05.2023 12.00.00,2554,0,0,0,No Rain
Monday,5/8/2023,13:00,08.05.2023 13.00.00,2365,0,0,0,No Rain
Monday,5/8/2023,14:00,08.05.2023 14.00.00,2441,0,0,0,No Rain
Monday,5/8/2023,15:00,08.05.2023 15.00.00,2509,0,0,0,No Rain
Monday,5/8/2023,16:00,08.05.2023 16.00.00,3042,0,0,0,No Rain
Monday,5/8/2023,17:00,08.05.2023 17.00.00,3534,0,0,0,No Rain
Monday,5/8/2023,18:00,08.05.2023 18.00.00,3314,0,0,0,No Rain
