Day,Date,Time,Entry,is_weekend,rain_desc
Sunday,4/9/2023,10:00,0,1,No Rain
Sunday,4/9/2023,11:00,0,1,No Rain
Sunday,4/9/2023,12:00,0,1,No Rain
Sunday,4/9/2023,13:00,0,1,No Rain
Sunday,4/9/2023,14:00,0,1,No Rain
Sunday,4/9/2023,15:00,0,1,No Rain
Sunday,4/9/2023,16:00,0,1,No Rain
Sunday,4/9/2023,17:00,0,1,No Rain
Sunday,4/9/2023,18:00,0,1,No Rain
Sunday,4/9/2023,19:00,0,1,No Rain
Sunday,4/9/2023,20:00,0,1,No Rain
Sunday,4/9/2023,21:00,0,1,No Rain
Sunday,4/9/2023,22:00,0,1,No Rain
Sunday,4/9/2023,23:00,0,1,No Rain
Monday,4/10/2023,4:00,0,0,Trace Rain
Monday,4/10/2023,5:00,1329,0,Trace Rain
Monday,4/10/2023,6:00,1652,0,Trace Rain
Monday,4/10/2023,7:00,1661,0,Trace Rain
Monday,4/10/2023,8:00,1905,0,Trace Rain
Monday,4/10/2023,9:00,1968,0,Trace Rain
Monday,4/10/2023,10:00,1993,0,Trace Rain
Monday,4/10/2023,11:00,1870,0,Trace Rain
Monday,4/10/2023,12:00,1979,0,Trace Rain
Monday,4/10/2023,13:00,2166,0,Trace Rain
Monday,4/10/2023,14:00,2147,0,Trace Rain
Monday,4/10/2023,15:00,2410,0,Trace Rain
Monday,4/10/2023,16:00,2375,0,Trace Rain
Monday,4/10/2023,17:00,2293,0,Trace Rain
Monday,4/10/2023,18:00,2350,0,Trace Rain
Monday,4/10/2023,19:00,2383,0,Trace Rain
Monday,4/10/2023,20:00,2046,0,Trace Rain
Monday,4/10/2023,21:00,1250,0,Trace Rain
Monday,4/10/2023,22:00,36,0,Trace Rain
Monday,4/10/2023,23:00,0,0,Trace Rain
Tuesday,4/11/2023,4:00,0,0,No Rain
Tuesday,4/11/2023,5:00,3394,0,No Rain
Tuesday,4/11/2023,6:00,4918,0,No Rain
Tuesday,4/11/2023,7:00,5201,0,No Rain
Tuesday,4/11/2023,8:00,4578,0,No Rain
Tuesday,4/11/2023,9:00,3481,0,No Rain
Tuesday,4/11/2023,10:00,2948,0,No Rain
Tuesday,4/11/2023,11:00,2842,0,No Rain
Tuesday,4/11/2023,12:00,2632,0,No Rain
Tuesday,4/11/2023,13:00,2768,0,No Rain
Tuesday,4/11/2023,14:00,2471,0,No Rain
Tuesday,4/11/2023,15:00,2660,0,No Rain
Tuesday,4/11/2023,16:00,2997,0,No Rain
Tuesday,4/11/2023,17:00,3602,0,No Rain
Tuesday,4/11/2023,18:00,3406,0,No Rain
Tuesday,4/11/2023,19:00,2974,0,No Rain
Tuesday,4/11/2023,20:00,2287,0,No Rain
Tuesday,4/11/2023,21:00,1413,0,No Rain
Tuesday,4/11/2023,22:00,39,0,No Rain
Tuesday,4/11/2023,23:00,0,0,No Rain
Wednesday,4/12/2023,4:00,0,0,Light Rain
Wednesday,4/12/2023,5:00,2830,0,Light Rain
Wednesday,4/12/2023,6:00,4413,0,Light Rain
Wednesday,4/12/2023,7:00,5483,0,Light Rain
Wednesday,4/12/2023,8:00,4302,0,Light Rain
Wednesday,4/12/2023,9:00,3388,0,Light Rain
Wednesday,4/12/2023,10:00,2777,0,Light Rain
Wednesday,4/12/2023,11:00,2741,0,Light Rain
Wednesday,4/12/2023,12:00,2137,0,Light Rain
Wednesday,4/12/2023,13:00,2230,0,Light Rain
Wednesday,4/12/2023,14:00,2316,0,Light Rain
Wednesday,4/12/2023,15:00,2563,0,Light Rain
Wednesday,4/12/2023,16:00,2859,0,Light Rain
Wednesday,4/12/2023,17:00,3491,0,Light Rain
Wednesday,4/12/2023,18:00,3400,0,Light Rain
Wednesday,4/12/2023,19:00,2939,0,Light Rain
Wednesday,4/12/2023,20:00,2294,0,Light Rain
Wednesday,4/12/2023,21:00,1475,0,Light Rain
Wednesday,4/12/2023,22:00,24,0,Light Rain
Wednesday,4/12/2023,23:00,0,0,Light Rain
Thursday,4/13/2023,4:00,0,0,Heavy Rain
Thursday,4/13/2023,5:00,2655,0,Heavy Rain
Thursday,4/13/2023,6:00,4109,0,Heavy Rain
Thursday,4/13/2023,7:00,5268,0,Heavy Rain
Thursday,4/13/2023,8:00,4311,0,Heavy Rain
Thursday,4/13/2023,9:00,3355,0,Heavy Rain
Thursday,4/13/2023,10:00,2586,0,Heavy Rain
Thursday,4/13/2023,11:00,2400,0,Heavy Rain
Thursday,4/13/2023,12:00,2372,0,Heavy Rain
Thursday,4/13/2023,13:00,2000,0,Heavy Rain
Thursday,4/13/2023,14:00,2032,0,Heavy Rain
Thursday,4/13/2023,15:00,2106,0,Heavy Rain
Thursday,4/13/2023,16:00,2491,0,Heavy Rain
Thursday,4/13/2023,17:00,3197,0,Heavy Rain
Thursday,4/13/2023,18:00,3269,0,Heavy Rain
Thursday,4/13/2023,19:00,2948,0,Heavy Rain
Thursday,4/13/2023,20:00,2351,0,Heavy Rain
Thursday,4/13/2023,21:00,1426,0,Heavy Rain
Thursday,4/13/2023,22:00,44,0,Heavy Rain
Thursday,4/13/2023,23:00,0,0,Heavy Rain
Friday,4/14/2023,4:00,0,0,Light Rain
Friday,4/14/2023,5:00,2373,0,Light Rain
Friday,4/14/2023,6:00,4077,0,Light Rain
Friday,4/14/2023,7:00,4889,0,Light Rain
Friday,4/14/2023,8:00,3971,0,Light Rain
Friday,4/14/2023,9:00,3313,0,Light Rain
Friday,4/14/2023,10:00,2350,0,Light Rain
Friday,4/14/2023,11:00,2492,0,Light Rain
Friday,4/14/2023,12:00,2747,0,Light Rain
Friday,4/14/2023,13:00,2401,0,Light Rain
Friday,4/14/2023,14:00,2785,0,Light Rain
Friday,4/14/2023,15:00,2716,0,Light Rain
Friday,4/14/2023,16:00,3233,0,Light Rain
Friday,4/14/2023,17:00,3725,0,Light Rain
Friday,4/14/2023,18:00,3488,0,Light Rain
Friday,4/14/2023,19:00,3126,0,Light Rain
Friday,4/14/2023,20:00,2528,0,Light Rain
Friday,4/14/2023,21:00,1736,0,Light Rain
Friday,4/14/2023,22:00,70,0,Light Rain
Friday,4/14/2023,23:00,0,0,Light Rain
Saturday,4/15/2023,4:00,0,1,No Rain
Saturday,4/15/2023,5:00,1821,1,No Rain
Saturday,4/15/2023,6:00,2638,1,No Rain
Saturday,4/15/2023,7:00,2621,1,No Rain
Saturday,4/15/2023,8:00,2574,1,No Rain
Saturday,4/15/2023,9:00,2553,1,No Rain
Saturday,4/15/2023,10:00,2289,1,No Rain
Saturday,4/15/2023,11:00,2264,1,No Rain
Saturday,4/15/2023,12:00,2540,1,No Rain
Saturday,4/15/2023,13:00,2644,1,No Rain
Saturday,4/15/2023,14:00,2316,1,No Rain
Saturday,4/15/2023,15:00,2660,1,No Rain
Saturday,4/15/2023,16:00,2947,1,No Rain
Saturday,4/15/2023,17:00,3190,1,No Rain
Saturday,4/15/2023,18:00,3387,1,No Rain
Saturday,4/15/2023,19:00,2783,1,No Rain
Saturday,4/15/2023,20:00,2213,1,No Rain
Saturday,4/15/2023,21:00,1888,1,No Rain
Saturday,4/15/2023,22:00,76,1,No Rain
Saturday,4/15/2023,23:00,0,1,No Rain
Sunday,4/16/2023,4:00,0,1,No Rain
Sunday,4/16/2023,5:00,1288,1,No Rain
Sunday,4/16/2023,6:00,1613,1,No Rain
Sunday,4/16/2023,7:00,1843,1,No Rain
Sunday,4/16/2023,8:00,2030,1,No Rain
Sunday,4/16/2023,9:00,2346,1,No Rain
Sunday,4/16/2023,10:00,2226,1,No Rain
Sunday,4/16/2023,11:00,2327,1,No Rain
Sunday,4/16/2023,12:00,2483,1,No Rain
Sunday,4/16/2023,13:00,2459,1,No Rain
Sunday,4/16/2023,14:00,2454,1,No Rain
Sunday,4/16/2023,15:00,2559,1,No Rain
Sunday,4/16/2023,16:00,2879,1,No Rain
Sunday,4/16/2023,17:00,2966,1,No Rain
Sunday,4/16/2023,18:00,2837,1,No Rain
Sunday,4/16/2023,19:00,2617,1,No Rain
Sunday,4/16/2023,20:00,2421,1,No Rain
Sunday,4/16/2023,21:00,1707,1,No Rain
Sunday,4/16/2023,22:00,45,1,No Rain
Sunday,4/16/2023,23:00,0,1,No Rain
Monday,4/17/2023,4:00,0,0,No Rain
Monday,4/17/2023,5:00,2904,0,No Rain
Monday,4/17/2023,6:00,4848,0,No Rain
Monday,4/17/2023,7:00,5540,0,No Rain
Monday,4/17/2023,8:00,4941,0,No Rain
Monday,4/17/2023,9:00,3830,0,No Rain
Monday,4/17/2023,10:00,2958,0,No Rain
Monday,4/17/2023,11:00,2809,0,No Rain
Monday,4/17/2023,12:00,2691,0,No Rain
Monday,4/17/2023,13:00,2598,0,No Rain
Monday,4/17/2023,14:00,2562,0,No Rain
Monday,4/17/2023,15:00,2626,0,No Rain
Monday,4/17/2023,16:00,2948,0,No Rain
Monday,4/17/2023,17:00,3709,0,No Rain
Monday,4/17/2023,18:00,3405,0,No Rain
Monday,4/17/2023,19:00,3300,0,No Rain
Monday,4/17/2023,20:00,2235,0,No Rain
Monday,4/17/2023,21:00,1469,0,No Rain
Monday,4/17/2023,22:00,24,0,No Rain
Monday,4/17/2023,23:00,0,0,No Rain
Tuesday,4/18/2023,4:00,0,0,No Rain
Tuesday,4/18/2023,5:00,2933,0,No Rain
Tuesday,4/18/2023,6:00,4691,0,No Rain
Tuesday,4/18/2023,7:00,5468,0,No Rain
Tuesday,4/18/2023,8:00,4258,0,No Rain
Tuesday,4/18/2023,9:00,3487,0,No Rain
Tuesday,4/18/2023,10:00,2777,0,No Rain
Tuesday,4/18/2023,11:00,2672,0,No Rain
Tuesday,4/18/2023,12:00,2606,0,No Rain
Tuesday,4/18/2023,13:00,2442,0,No Rain
Tuesday,4/18/2023,14:00,2174,0,No Rain
Tuesday,4/18/2023,15:00,2566,0,No Rain
Tuesday,4/18/2023,16:00,2866,0,No Rain
Tuesday,4/18/2023,17:00,3507,0,No Rain
Tuesday,4/18/2023,18:00,3458,0,No Rain
Tuesday,4/18/2023,19:00,3253,0,No Rain
Tuesday,4/18/2023,20:00,2518,0,No Rain
Tuesday,4/18/2023,21:00,1584,0,No Rain
Tuesday,4/18/2023,22:00,32,0,No Rain
Tuesday,4/18/2023,23:00,0,0,No Rain
Wednesday,4/19/2023,4:00,0,0,Trace Rain
Wednesday,4/19/2023,5:00,2870,0,Trace Rain
Wednesday,4/19/2023,6:00,4486,0,Trace Rain
Wednesday,4/19/2023,7:00,5537,0,Trace Rain
Wednesday,4/19/2023,8:00,4426,0,Trace Rain
Wednesday,4/19/2023,9:00,3494,0,Trace Rain
Wednesday,4/19/2023,10:00,2681,0,Trace Rain
Wednesday,4/19/2023,11:00,2668,0,Trace Rain
Wednesday,4/19/2023,12:00,2651,0,Trace Rain
Wednesday,4/19/2023,13:00,2446,0,Trace Rain
Wednesday,4/19/2023,14:00,2497,0,Trace Rain
Wednesday,4/19/2023,15:00,2613,0,Trace Rain
Wednesday,4/19/2023,16:00,3288,0,Trace Rain
Wednesday,4/19/2023,17:00,3630,0,Trace Rain
Wednesday,4/19/2023,18:00,3653,0,Trace Rain
Wednesday,4/19/2023,19:00,3246,0,Trace Rain
Wednesday,4/19/2023,20:00,2573,0,Trace Rain
Wednesday,4/19/2023,21:00,1662,0,Trace Rain
Wednesday,4/19/2023,22:00,50,0,Trace Rain
Wednesday,4/19/2023,23:00,0,0,Trace Rain
Thursday,4/20/2023,4:00,0,0,No Rain
Thursday,4/20/2023,5:00,2859,0,No Rain
Thursday,4/20/2023,6:00,4394,0,No Rain
Thursday,4/20/2023,7:00,5453,0,No Rain
Thursday,4/20/2023,8:00,4285,0,No Rain
Thursday,4/20/2023,9:00,3462,0,No Rain
Thursday,4/20/2023,10:00,2704,0,No Rain
Thursday,4/20/2023,11:00,2779,0,No Rain
Thursday,4/20/2023,12:00,2673,0,No Rain
Thursday,4/20/2023,13:00,2566,0,No Rain
Thursday,4/20/2023,14:00,2418,0,No Rain
Thursday,4/20/2023,15:00,2621,0,No Rain
Thursday,4/20/2023,16:00,3083,0,No Rain
Thursday,4/20/2023,17:00,4031,0,No Rain
Thursday,4/20/2023,18:00,3641,0,No Rain
Thursday,4/20/2023,19:00,3706,0,No Rain
Thursday,4/20/2023,20:00,2976,0,No Rain
Thursday,4/20/2023,21:00,1961,0,No Rain
Thursday,4/20/2023,22:00,51,0,No Rain
Thursday,4/20/2023,23:00,0,0,No Rain
Friday,4/21/2023,4:00,0,0,No Rain
Friday,4/21/2023,5:00,1805,0,No Rain
Friday,4/21/2023,6:00,2532,0,No Rain
Friday,4/21/2023,7:00,2262,0,No Rain
Friday,4/21/2023,8:00,2228,0,No Rain
Friday,4/21/2023,9:00,2385,0,No Rain
Friday,4/21/2023,10:00,2259,0,No Rain
Friday,4/21/2023,11:00,2292,0,No Rain
Friday,4/21/2023,12:00,2253,0,No Rain
Friday,4/21/2023,13:00,2180,0,No Rain
Friday,4/21/2023,14:00,2063,0,No Rain
Friday,4/21/2023,15:00,2190,0,No Rain
Friday,4/21/2023,16:00,2365,0,No Rain
Friday,4/21/2023,17:00,2700,0,No Rain
Friday,4/21/2023,18:00,2788,0,No Rain
Friday,4/21/2023,19:00,2790,0,No Rain
Friday,4/21/2023,20:00,2343,0,No Rain
Friday,4/21/2023,21:00,1498,0,No Rain
Friday,4/21/2023,22:00,39,0,No Rain
Friday,4/21/2023,23:00,0,0,No Rain
Saturday,4/22/2023,4:00,0,1,Light Rain
Saturday,4/22/2023,5:00,1718,1,Light Rain
Saturday,4/22/2023,6:00,2347,1,Light Rain
Saturday,4/22/2023,7:00,2535,1,Light Rain
Saturday,4/22/2023,8:00,2244,1,Light Rain
Saturday,4/22/2023,9:00,2127,1,Light Rain
Saturday,4/22/2023,10:00,2456,1,Light Rain
Saturday,4/22/2023,11:00,2574,1,Light Rain
Saturday,4/22/2023,12:00,2441,1,Light Rain
Saturday,4/22/2023,13:00,2572,1,Light Rain
Saturday,4/22/2023,14:00,2223,1,Light Rain
Saturday,4/22/2023,15:00,2342,1,Light Rain
Saturday,4/22/2023,16:00,2596,1,Light Rain
Saturday,4/22/2023,17:00,2960,1,Light Rain
Saturday,4/22/2023,18:00,2509,1,Light Rain
Saturday,4/22/2023,19:00,2525,1,Light Rain
Saturday,4/22/2023,20:00,2095,1,Light Rain
Saturday,4/22/2023,21:00,1405,1,Light Rain
Saturday,4/22/2023,22:00,16,1,Light Rain
Saturday,4/22/2023,23:00,0,1,Light Rain
Sunday,4/23/2023,4:00,0,1,No Rain
Sunday,4/23/2023,5:00,1117,1,No Rain
Sunday,4/23/2023,6:00,1499,1,No Rain
Sunday,4/23/2023,7:00,1836,1,No Rain
Sunday,4/23/2023,8:00,2056,1,No Rain
Sunday,4/23/2023,9:00,2341,1,No Rain
Sunday,4/23/2023,10:00,2085,1,No Rain
Sunday,4/23/2023,11:00,2575,1,No Rain
Sunday,4/23/2023,12:00,2230,1,No Rain
Sunday,4/23/2023,13:00,2099,1,No Rain
Sunday,4/23/2023,14:00,2077,1,No Rain
Sunday,4/23/2023,15:00,2355,1,No Rain
Sunday,4/23/2023,16:00,2549,1,No Rain
Sunday,4/23/2023,17:00,2570,1,No Rain
Sunday,4/23/2023,18:00,2395,1,No Rain
Sunday,4/23/2023,19:00,2540,1,No Rain
Sunday,4/23/2023,20:00,2108,1,No Rain
Sunday,4/23/2023,21:00,1358,1,No Rain
Sunday,4/23/2023,22:00,44,1,No Rain
Sunday,4/23/2023,23:00,0,1,No Rain
Monday,4/24/2023,4:00,0,0,Moderate Rain
Monday,4/24/2023,5:00,3425,0,Moderate Rain
Monday,4/24/2023,6:00,4745,0,Moderate Rain
Monday,4/24/2023,7:00,5440,0,Moderate Rain
Monday,4/24/2023,8:00,4457,0,Moderate Rain
Monday,4/24/2023,9:00,3618,0,Moderate Rain
Monday,4/24/2023,10:00,2803,0,Moderate Rain
Monday,4/24/2023,11:00,2460,0,Moderate Rain
Monday,4/24/2023,12:00,2569,0,Moderate Rain
Monday,4/24/2023,13:00,2584,0,Moderate Rain
Monday,4/24/2023,14:00,2428,0,Moderate Rain
Monday,4/24/2023,15:00,2433,0,Moderate Rain
Monday,4/24/2023,16:00,3008,0,Moderate Rain
Monday,4/24/2023,17:00,3667,0,Moderate Rain
Monday,4/24/2023,18:00,3428,0,Moderate Rain
Monday,4/24/2023,19:00,2983,0,Moderate Rain
Monday,4/24/2023,20:00,2228,0,Moderate Rain
Monday,4/24/2023,21:00,1419,0,Moderate Rain
Monday,4/24/2023,22:00,39,0,Moderate Rain
Monday,4/24/2023,23:00,0,0,Moderate Rain
Tuesday,4/25/2023,4:00,0,0,No Rain
Tuesday,4/25/2023,5:00,2948,0,No Rain
Tuesday,4/25/2023,6:00,4370,0,No Rain
Tuesday,4/25/2023,7:00,5568,0,No Rain
Tuesday,4/25/2023,8:00,4196,0,No Rain
Tuesday,4/25/2023,9:00,3472,0,No Rain
Tuesday,4/25/2023,10:00,2679,0,No Rain
Tuesday,4/25/2023,11:00,2511,0,No Rain
Tuesday,4/25/2023,12:00,2402,0,No Rain
Tuesday,4/25/2023,13:00,2397,0,No Rain
Tuesday,4/25/2023,14:00,2328,0,No Rain
Tuesday,4/25/2023,15:00,2372,0,No Rain
Tuesday,4/25/2023,16:00,2774,0,No Rain
Tuesday,4/25/2023,17:00,3809,0,No Rain
Tuesday,4/25/2023,18:00,3470,0,No Rain
Tuesday,4/25/2023,19:00,3124,0,No Rain
Tuesday,4/25/2023,20:00,2570,0,No Rain
Tuesday,4/25/2023,21:00,1545,0,No Rain
Tuesday,4/25/2023,22:00,73,0,No Rain
Tuesday,4/25/2023,23:00,0,0,No Rain
Wednesday,4/26/2023,4:00,0,0,No Rain
Wednesday,4/26/2023,5:00,2748,0,No Rain
Wednesday,4/26/2023,6:00,4704,0,No Rain
Wednesday,4/26/2023,7:00,5453,0,No Rain
Wednesday,4/26/2023,8:00,4301,0,No Rain
Wednesday,4/26/2023,9:00,3393,0,No Rain
Wednesday,4/26/2023,10:00,2926,0,No Rain
Wednesday,4/26/2023,11:00,2678,0,No Rain
Wednesday,4/26/2023,12:00,2600,0,No Rain
Wednesday,4/26/2023,13:00,2434,0,No Rain
Wednesday,4/26/2023,14:00,2365,0,No Rain
Wednesday,4/26/2023,15:00,2586,0,No Rain
Wednesday,4/26/2023,16:00,3071,0,No Rain
Wednesday,4/26/2023,17:00,3599,0,No Rain
Wednesday,4/26/2023,18:00,3444,0,No Rain
Wednesday,4/26/2023,19:00,3120,0,No Rain
Wednesday,4/26/2023,20:00,2549,0,No Rain
Wednesday,4/26/2023,21:00,1667,0,No Rain
Wednesday,4/26/2023,22:00,41,0,No Rain
Wednesday,4/26/2023,23:00,0,0,No Rain
Thursday,4/27/2023,4:00,0,0,No Rain
Thursday,4/27/2023,5:00,2784,0,No Rain
Thursday,4/27/2023,6:00,4459,0,No Rain
Thursday,4/27/2023,7:00,5065,0,No Rain
Thursday,4/27/2023,8:00,4377,0,No Rain
Thursday,4/27/2023,9:00,3291,0,No Rain
Thursday,4/27/2023,10:00,2567,0,No Rain
Thursday,4/27/2023,11:00,2521,0,No Rain
Thursday,4/27/2023,12:00,2399,0,No Rain
Thursday,4/27/2023,13:00,2319,0,No Rain
Thursday,4/27/2023,14:00,2265,0,No Rain
Thursday,4/27/2023,15:00,2280,0,No Rain
Thursday,4/27/2023,16:00,2976,0,No Rain
Thursday,4/27/2023,17:00,3508,0,No Rain
Thursday,4/27/2023,18:00,3327,0,No Rain
Thursday,4/27/2023,19:00,3170,0,No Rain
Thursday,4/27/2023,20:00,2422,0,No Rain
Thursday,4/27/2023,21:00,1600,0,No Rain
Thursday,4/27/2023,22:00,40,0,No Rain
Thursday,4/27/2023,23:00,0,0,No Rain
Friday,4/28/2023,4:00,0,0,No Rain
Friday,4/28/2023,5:00,2689,0,No Rain
Friday,4/28/2023,6:00,4148,0,No Rain
Friday,4/28/2023,7:00,5075,0,No Rain
Friday,4/28/2023,8:00,4175,0,No Rain
Friday,4/28/2023,9:00,3380,0,No Rain
Friday,4/28/2023,10:00,2736,0,No Rain
Friday,4/28/2023,11:00,2741,0,No Rain
Friday,4/28/2023,12:00,2627,0,No Rain
Friday,4/28/2023,13:00,2625,0,No Rain
Friday,4/28/2023,14:00,2490,0,No Rain
Friday,4/28/2023,15:00,2633,0,No Rain
Friday,4/28/2023,16:00,3215,0,No Rain
Friday,4/28/2023,17:00,3560,0,No Rain
Friday,4/28/2023,18:00,3632,0,No Rain
Friday,4/28/2023,19:00,3349,0,No Rain
Friday,4/28/2023,20:00,2700,0,No Rain
Friday,4/28/2023,21:00,2062,0,No Rain
Friday,4/28/2023,22:00,65,0,No Rain
Friday,4/28/2023,23:00,0,0,No Rain
Saturday,4/29/2023,4:00,0,1,No Rain
Saturday,4/29/2023,5:00,1989,1,No Rain
Saturday,4/29/2023,6:00,2679,1,No Rain
Saturday,4/29/2023,7:00,2742,1,No Rain
Saturday,4/29/2023,8:00,2590,1,No Rain
Saturday,4/29/2023,9:00,2635,1,No Rain
Saturday,4/29/2023,10:00,2422,1,No Rain
Saturday,4/29/2023,11:00,2464,1,No Rain
Saturday,4/29/2023,12:00,2416,1,No Rain
Saturday,4/29/2023,13:00,2553,1,No Rain
Saturday,4/29/2023,14:00,2372,1,No Rain
Saturday,4/29/2023,15:00,2545,1,No Rain
Saturday,4/29/2023,16:00,3141,1,No Rain
Saturday,4/29/2023,17:00,3260,1,No Rain
Saturday,4/29/2023,18:00,3280,1,No Rain
Saturday,4/29/2023,19:00,2741,1,No Rain
Saturday,4/29/2023,20:00,2534,1,No Rain
Saturday,4/29/2023,21:00,2021,1,No Rain
Saturday,4/29/2023,22:00,83,1,No Rain
Saturday,4/29/2023,23:00,0,1,No Rain
Sunday,4/30/2023,4:00,0,1,No Rain
Sunday,4/30/2023,5:00,1175,1,No Rain
Sunday,4/30/2023,6:00,1646,1,No Rain
Sunday,4/30/2023,7:00,1842,1,No Rain
Sunday,4/30/2023,8:00,2258,1,No Rain
Sunday,4/30/2023,9:00,2413,1,No Rain
Sunday,4/30/2023,10:00,2277,1,No Rain
Sunday,4/30/2023,11:00,2613,1,No Rain
Sunday,4/30/2023,12:00,2449,1,No Rain
Sunday,4/30/2023,13:00,2452,1,No Rain
Sunday,4/30/2023,14:00,2230,1,No Rain
Sunday,4/30/2023,15:00,2315,1,No Rain
Sunday,4/30/2023,16:00,2471,1,No Rain
Sunday,4/30/2023,17:00,2654,1,No Rain
Sunday,4/30/2023,18:00,2704,1,No Rain
Sunday,4/30/2023,19:00,2429,1,No Rain
Sunday,4/30/2023,20:00,2117,1,No Rain
Sunday,4/30/2023,21:00,1502,1,No Rain
Sunday,4/30/2023,22:00,45,1,No Rain
Sunday,4/30/2023,23:00,0,1,No Rain
Monday,5/1/2023,4:00,0,0,No Rain
Monday,5/1/2023,5:00,1463,0,No Rain
Monday,5/1/2023,6:00,1817,0,No Rain
Monday,5/1/2023,7:00,1503,0,No Rain
Monday,5/1/2023,8:00,1599,0,No Rain
Monday,5/1/2023,9:00,2123,0,No Rain
Monday,5/1/2023,10:00,1996,0,No Rain
Monday,5/1/2023,11:00,2168,0,No Rain
Monday,5/1/2023,12:00,2001,0,No Rain
Monday,5/1/2023,13:00,2034,0,No Rain
Monday,5/1/2023,14:00,1894,0,No Rain
Monday,5/1/2023,15:00,2117,0,No Rain
Monday,5/1/2023,16:00,2472,0,No Rain
Monday,5/1/2023,17:00,1565,0,No Rain
Monday,5/1/2023,18:00,1407,0,No Rain
Monday,5/1/2023,19:00,2836,0,No Rain
Monday,5/1/2023,20:00,2511,0,No Rain
Monday,5/1/2023,21:00,1721,0,No Rain
Monday,5/1/2023,22:00,35,0,No Rain
Monday,5/1/2023,23:00,0,0,No Rain
Tuesday,5/2/2023,4:00,0,0,No Rain
Tuesday,5/2/2023,5:00,3417,0,No Rain
Tuesday,5/2/2023,6:00,4828,0,No Rain
Tuesday,5/2/2023,7:00,5161,0,No Rain
Tuesday,5/2/2023,8:00,4812,0,No Rain
Tuesday,5/2/2023,9:00,3883,0,No Rain
Tuesday,5/2/2023,10:00,3074,0,No Rain
Tuesday,5/2/2023,11:00,2740,0,No Rain
Tuesday,5/2/2023,12:00,2611,0,No Rain
Tuesday,5/2/2023,13:00,2273,0,No Rain
Tuesday,5/2/2023,14:00,2274,0,No Rain
Tuesday,5/2/2023,15:00,2516,0,No Rain
Tuesday,5/2/2023,16:00,2847,0,No Rain
Tuesday,5/2/2023,17:00,3389,0,No Rain
Tuesday,5/2/2023,18:00,3453,0,No Rain
Tuesday,5/2/2023,19:00,3200,0,No Rain
Tuesday,5/2/2023,20:00,2351,0,No Rain
Tuesday,5/2/2023,21:00,1479,0,No Rain
Tuesday,5/2/2023,22:00,49,0,No Rain
Tuesday,5/2/2023,23:00,0,0,No Rain
Wednesday,5/3/2023,4:00,0,0,No Rain
Wednesday,5/3/2023,5:00,2965,0,No Rain
Wednesday,5/3/2023,6:00,4603,0,No Rain
Wednesday,5/3/2023,7:00,5390,0,No Rain
Wednesday,5/3/2023,8:00,4464,0,No Rain
Wednesday,5/3/2023,9:00,3605,0,No Rain
Wednesday,5/3/2023,10:00,2845,0,No Rain
Wednesday,5/3/2023,11:00,2750,0,No Rain
Wednesday,5/3/2023,12:00,2821,0,No Rain
Wednesday,5/3/2023,13:00,2511,0,No Rain
Wednesday,5/3/2023,14:00,2544,0,No Rain
Wednesday,5/3/2023,15:00,2648,0,No Rain
Wednesday,5/3/2023,16:00,3125,0,No Rain
Wednesday,5/3/2023,17:00,3403,0,No Rain
Wednesday,5/3/2023,18:00,3442,0,No Rain
Wednesday,5/3/2023,19:00,3105,0,No Rain
Wednesday,5/3/2023,20:00,2467,0,No Rain
Wednesday,5/3/2023,21:00,1601,0,No Rain
Wednesday,5/3/2023,22:00,60,0,No Rain
Wednesday,5/3/2023,23:00,0,0,No Rain
Thursday,5/4/2023,4:00,0,0,Light Rain
Thursday,5/4/2023,5:00,2799,0,Light Rain
Thursday,5/4/2023,6:00,4496,0,Light Rain
Thursday,5/4/2023,7:00,5207,0,Light Rain
Thursday,5/4/2023,8:00,4286,0,Light Rain
Thursday,5/4/2023,9:00,3234,0,Light Rain
Thursday,5/4/2023,10:00,2406,0,Light Rain
Thursday,5/4/2023,11:00,2561,0,Light Rain
Thursday,5/4/2023,12:00,2365,0,Light Rain
Thursday,5/4/2023,13:00,2173,0,Light Rain
Thursday,5/4/2023,14:00,2137,0,Light Rain
Thursday,5/4/2023,15:00,2288,0,Light Rain
Thursday,5/4/2023,16:00,2857,0,Light Rain
Thursday,5/4/2023,17:00,3274,0,Light Rain
Thursday,5/4/2023,18:00,3068,0,Light Rain
Thursday,5/4/2023,19:00,2931,0,Light Rain
Thursday,5/4/2023,20:00,2413,0,Light Rain
Thursday,5/4/2023,21:00,1564,0,Light Rain
Thursday,5/4/2023,22:00,50,0,Light Rain
Thursday,5/4/2023,23:00,0,0,Light Rain
Friday,5/5/2023,4:00,0,0,No Rain
Friday,5/5/2023,5:00,2579,0,No Rain
Friday,5/5/2023,6:00,4150,0,No Rain
Friday,5/5/2023,7:00,4893,0,No Rain
Friday,5/5/2023,8:00,3999,0,No Rain
Friday,5/5/2023,9:00,3236,0,No Rain
Friday,5/5/2023,10:00,2780,0,No Rain
Friday,5/5/2023,11:00,2577,0,No Rain
Friday,5/5/2023,12:00,2567,0,No Rain
Friday,5/5/2023,13:00,2542,0,No Rain
Friday,5/5/2023,14:00,2408,0,No Rain
Friday,5/5/2023,15:00,2566,0,No Rain
Friday,5/5/2023,16:00,2694,0,No Rain
Friday,5/5/2023,17:00,3506,0,No Rain
Friday,5/5/2023,18:00,3220,0,No Rain
Friday,5/5/2023,19:00,2945,0,No Rain
