Day,Date,Time,Entry,is_weekend,rain_desc
Sunday,1/1/2023,4:00,0,1,Light Rain
Sunday,1/1/2023,5:00,0,1,Light Rain
Sunday,1/1/2023,6:00,956,1,Light Rain
Sunday,1/1/2023,7:00,1076,1,Light Rain
Sunday,1/1/2023,8:00,1081,1,Light Rain
Sunday,1/1/2023,9:00,1276,1,Light Rain
Sunday,1/1/2023,10:00,1709,1,Light Rain
Sunday,1/1/2023,11:00,1998,1,Light Rain
Sunday,1/1/2023,12:00,1917,1,Light Rain
Sunday,1/1/2023,13:00,1980,1,Light Rain
Sunday,1/1/2023,14:00,2087,1,Light Rain
Sunday,1/1/2023,15:00,2196,1,Light Rain
Sunday,1/1/2023,16:00,2305,1,Light Rain
Sunday,1/1/2023,17:00,2712,1,Light Rain
Sunday,1/1/2023,18:00,2367,1,Light Rain
Sunday,1/1/2023,19:00,2476,1,Light Rain
Sunday,1/1/2023,20:00,2240,1,Light Rain
Sunday,1/1/2023,21:00,1752,1,Light Rain
Sunday,1/1/2023,22:00,136,1,Light Rain
Sunday,1/1/2023,23:00,0,1,Light Rain
Monday,1/2/2023,4:00,0,0,Moderate Rain
Monday,1/2/2023,5:00,1182,0,Moderate Rain
Monday,1/2/2023,6:00,1367,0,Moderate Rain
Monday,1/2/2023,7:00,1591,0,Moderate Rain
Monday,1/2/2023,8:00,1617,0,Moderate Rain
Monday,1/2/2023,9:00,2053,0,Moderate Rain
Monday,1/2/2023,10:00,2148,0,Moderate Rain
Monday,1/2/2023,11:00,2188,0,Moderate Rain
Monday,1/2/2023,12:00,2481,0,Moderate Rain
Monday,1/2/2023,13:00,2450,0,Moderate Rain
Monday,1/2/2023,14:00,2495,0,Moderate Rain
Monday,1/2/2023,15:00,2385,0,Moderate Rain
Monday,1/2/2023,16:00,2935,0,Moderate Rain
Monday,1/2/2023,17:00,2822,0,Moderate Rain
Monday,1/2/2023,18:00,2925,0,Moderate Rain
Monday,1/2/2023,19:00,2709,0,Moderate Rain
Monday,1/2/2023,20:00,2699,0,Moderate Rain
Monday,1/2/2023,21:00,1847,0,Moderate Rain
Monday,1/2/2023,22:00,58,0,Moderate Rain
Monday,1/2/2023,23:00,0,0,Moderate Rain
Tuesday,1/3/2023,4:00,0,0,Light Rain
Tuesday,1/3/2023,5:00,2555,0,Light Rain
Tuesday,1/3/2023,6:00,3579,0,Light Rain
Tuesday,1/3/2023,7:00,4493,0,Light Rain
Tuesday,1/3/2023,8:00,3709,0,Light Rain
Tuesday,1/3/2023,9:00,2914,0,Light Rain
Tuesday,1/3/2023,10:00,2462,0,Light Rain
Tuesday,1/3/2023,11:00,2630,0,Light Rain
Tuesday,1/3/2023,12:00,2498,0,Light Rain
Tuesday,1/3/2023,13:00,2423,0,Light Rain
Tuesday,1/3/2023,14:00,2508,0,Light Rain
Tuesday,1/3/2023,15:00,2185,0,Light Rain
Tuesday,1/3/2023,16:00,1317,0,Light Rain
Tuesday,1/3/2023,17:00,3268,0,Light Rain
Tuesday,1/3/2023,18:00,2904,0,Light Rain
Tuesday,1/3/2023,19:00,2739,0,Light Rain
Tuesday,1/3/2023,20:00,2235,0,Light Rain
Tuesday,1/3/2023,21:00,1630,0,Light Rain
Tuesday,1/3/2023,22:00,85,0,Light Rain
Tuesday,1/3/2023,23:00,0,0,Light Rain
Wednesday,1/4/2023,4:00,0,0,Moderate Rain
Wednesday,1/4/2023,5:00,2510,0,Moderate Rain
Wednesday,1/4/2023,6:00,3395,0,Moderate Rain
Wednesday,1/4/2023,7:00,4712,0,Moderate Rain
Wednesday,1/4/2023,8:00,3612,0,Moderate Rain
Wednesday,1/4/2023,9:00,3050,0,Moderate Rain
Wednesday,1/4/2023,10:00,2534,0,Moderate Rain
Wednesday,1/4/2023,11:00,2512,0,Moderate Rain
Wednesday,1/4/2023,12:00,2627,0,Moderate Rain
Wednesday,1/4/2023,13:00,2323,0,Moderate Rain
Wednesday,1/4/2023,14:00,2406,0,Moderate Rain
Wednesday,1/4/2023,15:00,2544,0,Moderate Rain
Wednesday,1/4/2023,16:00,2946,0,Moderate Rain
Wednesday,1/4/2023,17:00,3641,0,Moderate Rain
Wednesday,1/4/2023,18:00,3124,0,Moderate Rain
Wednesday,1/4/2023,19:00,2744,0,Moderate Rain
Wednesday,1/4/2023,20:00,2358,0,Moderate Rain
Wednesday,1/4/2023,21:00,1701,0,Moderate Rain
Wednesday,1/4/2023,22:00,52,0,Moderate Rain
Wednesday,1/4/2023,23:00,0,0,Moderate Rain
Thursday,1/5/2023,4:00,0,0,Moderate Rain
Thursday,1/5/2023,5:00,2207,0,Moderate Rain
Thursday,1/5/2023,6:00,3212,0,Moderate Rain
Thursday,1/5/2023,7:00,4269,0,Moderate Rain
Thursday,1/5/2023,8:00,3814,0,Moderate Rain
Thursday,1/5/2023,9:00,2776,0,Moderate Rain
Thursday,1/5/2023,10:00,2303,0,Moderate Rain
Thursday,1/5/2023,11:00,2156,0,Moderate Rain
Thursday,1/5/2023,12:00,2133,0,Moderate Rain
Thursday,1/5/2023,13:00,1880,0,Moderate Rain
Thursday,1/5/2023,14:00,1987,0,Moderate Rain
Thursday,1/5/2023,15:00,2042,0,Moderate Rain
Thursday,1/5/2023,16:00,2519,0,Moderate Rain
Thursday,1/5/2023,17:00,2820,0,Moderate Rain
Thursday,1/5/2023,18:00,2766,0,Moderate Rain
Thursday,1/5/2023,19:00,2462,0,Moderate Rain
Thursday,1/5/2023,20:00,1982,0,Moderate Rain
Thursday,1/5/2023,21:00,1522,0,Moderate Rain
Thursday,1/5/2023,22:00,65,0,Moderate Rain
Thursday,1/5/2023,23:00,0,0,Moderate Rain
Friday,1/6/2023,4:00,0,0,Light Rain
Friday,1/6/2023,5:00,2323,0,Light Rain
Friday,1/6/2023,6:00,3330,0,Light Rain
Friday,1/6/2023,7:00,4433,0,Light Rain
Friday,1/6/2023,8:00,3533,0,Light Rain
Friday,1/6/2023,9:00,2928,0,Light Rain
Friday,1/6/2023,10:00,2508,0,Light Rain
Friday,1/6/2023,11:00,2708,0,Light Rain
Friday,1/6/2023,12:00,2504,0,Light Rain
Friday,1/6/2023,13:00,2361,0,Light Rain
Friday,1/6/2023,14:00,2432,0,Light Rain
Friday,1/6/2023,15:00,2578,0,Light Rain
Friday,1/6/2023,16:00,3102,0,Light Rain
Friday,1/6/2023,17:00,3412,0,Light Rain
Friday,1/6/2023,18:00,3322,0,Light Rain
Friday,1/6/2023,19:00,2784,0,Light Rain
Friday,1/6/2023,20:00,2496,0,Light Rain
Friday,1/6/2023,21:00,1703,0,Light Rain
Friday,1/6/2023,22:00,80,0,Light Rain
Friday,1/6/2023,23:00,0,0,Light Rain
Saturday,1/7/2023,4:00,0,1,No Rain
Saturday,1/7/2023,5:00,1582,1,No Rain
Saturday,1/7/2023,6:00,2155,1,No Rain
Saturday,1/7/2023,7:00,2268,1,No Rain
Saturday,1/7/2023,8:00,2320,1,No Rain
Saturday,1/7/2023,9:00,2390,1,No Rain
Saturday,1/7/2023,10:00,2295,1,No Rain
Saturday,1/7/2023,11:00,2297,1,No Rain
Saturday,1/7/2023,12:00,2411,1,No Rain
Saturday,1/7/2023,13:00,2508,1,No Rain
Saturday,1/7/2023,14:00,2377,1,No Rain
Saturday,1/7/2023,15:00,2682,1,No Rain
Saturday,1/7/2023,16:00,2961,1,No Rain
Saturday,1/7/2023,17:00,3100,1,No Rain
Saturday,1/7/2023,18:00,2868,1,No Rain
Saturday,1/7/2023,19:00,2438,1,No Rain
Saturday,1/7/2023,20:00,2143,1,No Rain
Saturday,1/7/2023,21:00,1505,1,No Rain
Saturday,1/7/2023,22:00,34,1,No Rain
Saturday,1/7/2023,23:00,0,1,No Rain
Sunday,1/8/2023,4:00,0,1,Trace Rain
Sunday,1/8/2023,5:00,1036,1,Trace Rain
Sunday,1/8/2023,6:00,1333,1,Trace Rain
Sunday,1/8/2023,7:00,1614,1,Trace Rain
Sunday,1/8/2023,8:00,1889,1,Trace Rain
Sunday,1/8/2023,9:00,2179,1,Trace Rain
Sunday,1/8/2023,10:00,2096,1,Trace Rain
Sunday,1/8/2023,11:00,2370,1,Trace Rain
Sunday,1/8/2023,12:00,2390,1,Trace Rain
Sunday,1/8/2023,13:00,2358,1,Trace Rain
Sunday,1/8/2023,14:00,2532,1,Trace Rain
Sunday,1/8/2023,15:00,2449,1,Trace Rain
Sunday,1/8/2023,16:00,2737,1,Trace Rain
Sunday,1/8/2023,17:00,2964,1,Trace Rain
Sunday,1/8/2023,18:00,2523,1,Trace Rain
Sunday,1/8/2023,19:00,2410,1,Trace Rain
Sunday,1/8/2023,20:00,2080,1,Trace Rain
Sunday,1/8/2023,21:00,1583,1,Trace Rain
Sunday,1/8/2023,22:00,76,1,Trace Rain
Sunday,1/8/2023,23:00,0,1,Trace Rain
Monday,1/9/2023,4:00,0,0,No Rain
Monday,1/9/2023,5:00,2817,0,No Rain
Monday,1/9/2023,6:00,4237,0,No Rain
Monday,1/9/2023,7:00,4830,0,No Rain
Monday,1/9/2023,8:00,4098,0,No Rain
Monday,1/9/2023,9:00,3383,0,No Rain
Monday,1/9/2023,10:00,2754,0,No Rain
Monday,1/9/2023,11:00,2687,0,No Rain
Monday,1/9/2023,12:00,2488,0,No Rain
Monday,1/9/2023,13:00,2502,0,No Rain
Monday,1/9/2023,14:00,2535,0,No Rain
Monday,1/9/2023,15:00,2560,0,No Rain
Monday,1/9/2023,16:00,2785,0,No Rain
Monday,1/9/2023,17:00,3118,0,No Rain
Monday,1/9/2023,18:00,2997,0,No Rain
Monday,1/9/2023,19:00,2578,0,No Rain
Monday,1/9/2023,20:00,2334,0,No Rain
Monday,1/9/2023,21:00,1506,0,No Rain
Monday,1/9/2023,22:00,28,0,No Rain
Monday,1/9/2023,23:00,0,0,No Rain
Tuesday,1/10/2023,4:00,0,0,No Rain
Tuesday,1/10/2023,5:00,2474,0,No Rain
Tuesday,1/10/2023,6:00,3754,0,No Rain
Tuesday,1/10/2023,7:00,4873,0,No Rain
Tuesday,1/10/2023,8:00,4196,0,No Rain
Tuesday,1/10/2023,9:00,3241,0,No Rain
Tuesday,1/10/2023,10:00,2717,0,No Rain
Tuesday,1/10/2023,11:00,2609,0,No Rain
Tuesday,1/10/2023,12:00,2514,0,No Rain
Tuesday,1/10/2023,13:00,2472,0,No Rain
Tuesday,1/10/2023,14:00,2562,0,No Rain
Tuesday,1/10/2023,15:00,2599,0,No Rain
Tuesday,1/10/2023,16:00,3144,0,No Rain
Tuesday,1/10/2023,17:00,3529,0,No Rain
Tuesday,1/10/2023,18:00,3278,0,No Rain
Tuesday,1/10/2023,19:00,2941,0,No Rain
Tuesday,1/10/2023,20:00,2401,0,No Rain
Tuesday,1/10/2023,21:00,1740,0,No Rain
Tuesday,1/10/2023,22:00,39,0,No Rain
Tuesday,1/10/2023,23:00,0,0,No Rain
Wednesday,1/11/2023,4:00,0,0,No Rain
Wednesday,1/11/2023,5:00,2416,0,No Rain
Wednesday,1/11/2023,6:00,3891,0,No Rain
Wednesday,1/11/2023,7:00,5030,0,No Rain
Wednesday,1/11/2023,8:00,4128,0,No Rain
Wednesday,1/11/2023,9:00,3207,0,No Rain
Wednesday,1/11/2023,10:00,2698,0,No Rain
Wednesday,1/11/2023,11:00,2779,0,No Rain
Wednesday,1/11/2023,12:00,2628,0,No Rain
Wednesday,1/11/2023,13:00,2464,0,No Rain
Wednesday,1/11/2023,14:00,2566,0,No Rain
Wednesday,1/11/2023,15:00,2934,0,No Rain
Wednesday,1/11/2023,16:00,3306,0,No Rain
Wednesday,1/11/2023,17:00,3629,0,No Rain
Wednesday,1/11/2023,18:00,3320,0,No Rain
Wednesday,1/11/2023,19:00,2973,0,No Rain
Wednesday,1/11/2023,20:00,2561,0,No Rain
Wednesday,1/11/2023,21:00,1782,0,No Rain
Wednesday,1/11/2023,22:00,74,0,No Rain
Wednesday,1/11/2023,23:00,0,0,No Rain
Thursday,1/12/2023,4:00,0,0,No Rain
Thursday,1/12/2023,5:00,2460,0,No Rain
Thursday,1/12/2023,6:00,3743,0,No Rain
Thursday,1/12/2023,7:00,4985,0,No Rain
Thursday,1/12/2023,8:00,4008,0,No Rain
Thursday,1/12/2023,9:00,3121,0,No Rain
Thursday,1/12/2023,10:00,2538,0,No Rain
Thursday,1/12/2023,11:00,2552,0,No Rain
Thursday,1/12/2023,12:00,2466,0,No Rain
Thursday,1/12/2023,13:00,2234,0,No Rain
Thursday,1/12/2023,14:00,2230,0,No Rain
Thursday,1/12/2023,15:00,2593,0,No Rain
Thursday,1/12/2023,16:00,2845,0,No Rain
Thursday,1/12/2023,17:00,3333,0,No Rain
Thursday,1/12/2023,18:00,3133,0,No Rain
Thursday,1/12/2023,19:00,2925,0,No Rain
Thursday,1/12/2023,20:00,2381,0,No Rain
Thursday,1/12/2023,21:00,1665,0,No Rain
Thursday,1/12/2023,22:00,60,0,No Rain
Thursday,1/12/2023,23:00,0,0,No Rain
Friday,1/13/2023,4:00,0,0,No Rain
Friday,1/13/2023,5:00,2366,0,No Rain
Friday,1/13/2023,6:00,3661,0,No Rain
Friday,1/13/2023,7:00,4621,0,No Rain
Friday,1/13/2023,8:00,3789,0,No Rain
Friday,1/13/2023,9:00,3124,0,No Rain
Friday,1/13/2023,10:00,2854,0,No Rain
Friday,1/13/2023,11:00,2729,0,No Rain
Friday,1/13/2023,12:00,2905,0,No Rain
Friday,1/13/2023,13:00,2744,0,No Rain
Friday,1/13/2023,14:00,2698,0,No Rain
Friday,1/13/2023,15:00,2919,0,No Rain
Friday,1/13/2023,16:00,3275,0,No Rain
Friday,1/13/2023,17:00,3517,0,No Rain
Friday,1/13/2023,18:00,3336,0,No Rain
Friday,1/13/2023,19:00,3074,0,No Rain
Friday,1/13/2023,20:00,2533,0,No Rain
Friday,1/13/2023,21:00,2054,0,No Rain
Friday,1/13/2023,22:00,84,0,No Rain
Friday,1/13/2023,23:00,0,0,No Rain
Saturday,1/14/2023,4:00,0,1,Trace Rain
Saturday,1/14/2023,5:00,1646,1,Trace Rain
Saturday,1/14/2023,6:00,2237,1,Trace Rain
Saturday,1/14/2023,7:00,2463,1,Trace Rain
Saturday,1/14/2023,8:00,2391,1,Trace Rain
Saturday,1/14/2023,9:00,2368,1,Trace Rain
Saturday,1/14/2023,10:00,2280,1,Trace Rain
Saturday,1/14/2023,11:00,2449,1,Trace Rain
Saturday,1/14/2023,12:00,2549,1,Trace Rain
Saturday,1/14/2023,13:00,2563,1,Trace Rain
Saturday,1/14/2023,14:00,2531,1,Trace Rain
Saturday,1/14/2023,15:00,2827,1,Trace Rain
Saturday,1/14/2023,16:00,3364,1,Trace Rain
Saturday,1/14/2023,17:00,3524,1,Trace Rain
Saturday,1/14/2023,18:00,3051,1,Trace Rain
Saturday,1/14/2023,19:00,2660,1,Trace Rain
Saturday,1/14/2023,20:00,2506,1,Trace Rain
Saturday,1/14/2023,21:00,1625,1,Trace Rain
Saturday,1/14/2023,22:00,76,1,Trace Rain
Saturday,1/14/2023,23:00,0,1,Trace Rain
Sunday,1/15/2023,4:00,0,1,Moderate Rain
Sunday,1/15/2023,5:00,1022,1,Moderate Rain
Sunday,1/15/2023,6:00,1385,1,Moderate Rain
Sunday,1/15/2023,7:00,1595,1,Moderate Rain
Sunday,1/15/2023,8:00,2006,1,Moderate Rain
Sunday,1/15/2023,9:00,2185,1,Moderate Rain
Sunday,1/15/2023,10:00,2004,1,Moderate Rain
Sunday,1/15/2023,11:00,2386,1,Moderate Rain
Sunday,1/15/2023,12:00,2350,1,Moderate Rain
Sunday,1/15/2023,13:00,2487,1,Moderate Rain
Sunday,1/15/2023,14:00,2554,1,Moderate Rain
Sunday,1/15/2023,15:00,2665,1,Moderate Rain
Sunday,1/15/2023,16:00,3016,1,Moderate Rain
Sunday,1/15/2023,17:00,2854,1,Moderate Rain
Sunday,1/15/2023,18:00,2629,1,Moderate Rain
Sunday,1/15/2023,19:00,2569,1,Moderate Rain
Sunday,1/15/2023,20:00,2231,1,Moderate Rain
Sunday,1/15/2023,21:00,1732,1,Moderate Rain
Sunday,1/15/2023,22:00,48,1,Moderate Rain
Sunday,1/15/2023,23:00,0,1,Moderate Rain
Monday,1/16/2023,4:00,0,0,No Rain
Monday,1/16/2023,5:00,2752,0,No Rain
Monday,1/16/2023,6:00,3513,0,No Rain
Monday,1/16/2023,7:00,4967,0,No Rain
Monday,1/16/2023,8:00,4341,0,No Rain
Monday,1/16/2023,9:00,3566,0,No Rain
Monday,1/16/2023,10:00,3054,0,No Rain
Monday,1/16/2023,11:00,2828,0,No Rain
Monday,1/16/2023,12:00,2767,0,No Rain
Monday,1/16/2023,13:00,2528,0,No Rain
Monday,1/16/2023,14:00,2571,0,No Rain
Monday,1/16/2023,15:00,2857,0,No Rain
Monday,1/16/2023,16:00,3240,0,No Rain
Monday,1/16/2023,17:00,3715,0,No Rain
Monday,1/16/2023,18:00,3273,0,No Rain
Monday,1/16/2023,19:00,2755,0,No Rain
Monday,1/16/2023,20:00,2493,0,No Rain
Monday,1/16/2023,21:00,1631,0,No Rain
Monday,1/16/2023,22:00,56,0,No Rain
Monday,1/16/2023,23:00,0,0,No Rain
Tuesday,1/17/2023,4:00,0,0,No Rain
Tuesday,1/17/2023,5:00,2667,0,No Rain
Tuesday,1/17/2023,6:00,3895,0,No Rain
Tuesday,1/17/2023,7:00,5150,0,No Rain
Tuesday,1/17/2023,8:00,3973,0,No Rain
Tuesday,1/17/2023,9:00,3455,0,No Rain
Tuesday,1/17/2023,10:00,2670,0,No Rain
Tuesday,1/17/2023,11:00,2748,0,No Rain
Tuesday,1/17/2023,12:00,2495,0,No Rain
Tuesday,1/17/2023,13:00,2521,0,No Rain
Tuesday,1/17/2023,14:00,2558,0,No Rain
Tuesday,1/17/2023,15:00,2650,0,No Rain
Tuesday,1/17/2023,16:00,3259,0,No Rain
Tuesday,1/17/2023,17:00,3519,0,No Rain
Tuesday,1/17/2023,18:00,3423,0,No Rain
Tuesday,1/17/2023,19:00,2767,0,No Rain
Tuesday,1/17/2023,20:00,2559,0,No Rain
Tuesday,1/17/2023,21:00,1790,0,No Rain
Tuesday,1/17/2023,22:00,68,0,No Rain
Tuesday,1/17/2023,23:00,0,0,No Rain
Wednesday,1/18/2023,4:00,0,0,Light Rain
Wednesday,1/18/2023,5:00,2508,0,Light Rain
Wednesday,1/18/2023,6:00,3894,0,Light Rain
Wednesday,1/18/2023,7:00,4756,0,Light Rain
Wednesday,1/18/2023,8:00,4135,0,Light Rain
Wednesday,1/18/2023,9:00,3426,0,Light Rain
Wednesday,1/18/2023,10:00,2796,0,Light Rain
Wednesday,1/18/2023,11:00,2814,0,Light Rain
Wednesday,1/18/2023,12:00,2652,0,Light Rain
Wednesday,1/18/2023,13:00,2522,0,Light Rain
Wednesday,1/18/2023,14:00,2458,0,Light Rain
Wednesday,1/18/2023,15:00,2838,0,Light Rain
Wednesday,1/18/2023,16:00,3223,0,Light Rain
Wednesday,1/18/2023,17:00,3534,0,Light Rain
Wednesday,1/18/2023,18:00,3409,0,Light Rain
Wednesday,1/18/2023,19:00,3029,0,Light Rain
Wednesday,1/18/2023,20:00,2646,0,Light Rain
Wednesday,1/18/2023,21:00,1889,0,Light Rain
Wednesday,1/18/2023,22:00,78,0,Light Rain
Wednesday,1/18/2023,23:00,0,0,Light Rain
Thursday,1/19/2023,4:00,0,0,No Rain
Thursday,1/19/2023,5:00,2429,0,No Rain
Thursday,1/19/2023,6:00,3862,0,No Rain
Thursday,1/19/2023,7:00,4953,0,No Rain
Thursday,1/19/2023,8:00,4044,0,No Rain
Thursday,1/19/2023,9:00,3363,0,No Rain
Thursday,1/19/2023,10:00,2649,0,No Rain
Thursday,1/19/2023,11:00,2429,0,No Rain
Thursday,1/19/2023,12:00,2420,0,No Rain
Thursday,1/19/2023,13:00,2416,0,No Rain
Thursday,1/19/2023,14:00,2415,0,No Rain
Thursday,1/19/2023,15:00,2544,0,No Rain
Thursday,1/19/2023,16:00,3148,0,No Rain
Thursday,1/19/2023,17:00,3344,0,No Rain
Thursday,1/19/2023,18:00,3281,0,No Rain
Thursday,1/19/2023,19:00,2877,0,No Rain
Thursday,1/19/2023,20:00,2521,0,No Rain
Thursday,1/19/2023,21:00,1736,0,No Rain
Thursday,1/19/2023,22:00,73,0,No Rain
Thursday,1/19/2023,23:00,0,0,No Rain
Friday,1/20/2023,4:00,0,0,No Rain
Friday,1/20/2023,5:00,2393,0,No Rain
Friday,1/20/2023,6:00,3770,0,No Rain
Friday,1/20/2023,7:00,4676,0,No Rain
Friday,1/20/2023,8:00,4157,0,No Rain
Friday,1/20/2023,9:00,3185,0,No Rain
Friday,1/20/2023,10:00,2656,0,No Rain
Friday,1/20/2023,11:00,2789,0,No Rain
Friday,1/20/2023,12:00,2639,0,No Rain
Friday,1/20/2023,13:00,2692,0,No Rain
Friday,1/20/2023,14:00,2621,0,No Rain
Friday,1/20/2023,15:00,2942,0,No Rain
Friday,1/20/2023,16:00,3151,0,No Rain
Friday,1/20/2023,17:00,3589,0,No Rain
Friday,1/20/2023,18:00,3554,0,No Rain
Friday,1/20/2023,19:00,3416,0,No Rain
Friday,1/20/2023,20:00,2869,0,No Rain
Friday,1/20/2023,21:00,2125,0,No Rain
Friday,1/20/2023,22:00,149,0,No Rain
Friday,1/20/2023,23:00,0,0,No Rain
Saturday,1/21/2023,4:00,0,1,Light Rain
Saturday,1/21/2023,5:00,1683,1,Light Rain
Saturday,1/21/2023,6:00,2360,1,Light Rain
Saturday,1/21/2023,7:00,2563,1,Light Rain
Saturday,1/21/2023,8:00,2463,1,Light Rain
Saturday,1/21/2023,9:00,2433,1,Light Rain
Saturday,1/21/2023,10:00,2297,1,Light Rain
Saturday,1/21/2023,11:00,2557,1,Light Rain
Saturday,1/21/2023,12:00,2632,1,Light Rain
Saturday,1/21/2023,13:00,2670,1,Light Rain
Saturday,1/21/2023,14:00,2511,1,Light Rain
Saturday,1/21/2023,15:00,2854,1,Light Rain
Saturday,1/21/2023,16:00,3077,1,Light Rain
Saturday,1/21/2023,17:00,3340,1,Light Rain
Saturday,1/21/2023,18:00,3047,1,Light Rain
Saturday,1/21/2023,19:00,2729,1,Light Rain
Saturday,1/21/2023,20:00,2252,1,Light Rain
Saturday,1/21/2023,21:00,1485,1,Light Rain
Saturday,1/21/2023,22:00,80,1,Light Rain
Saturday,1/21/2023,23:00,0,1,Light Rain
Sunday,1/22/2023,4:00,0,1,No Rain
Sunday,1/22/2023,5:00,1063,1,No Rain
Sunday,1/22/2023,6:00,1374,1,No Rain
Sunday,1/22/2023,7:00,1577,1,No Rain
Sunday,1/22/2023,8:00,1969,1,No Rain
Sunday,1/22/2023,9:00,2187,1,No Rain
Sunday,1/22/2023,10:00,2254,1,No Rain
Sunday,1/22/2023,11:00,2375,1,No Rain
Sunday,1/22/2023,12:00,2306,1,No Rain
Sunday,1/22/2023,13:00,2287,1,No Rain
Sunday,1/22/2023,14:00,2547,1,No Rain
Sunday,1/22/2023,15:00,2326,1,No Rain
Sunday,1/22/2023,16:00,2962,1,No Rain
Sunday,1/22/2023,17:00,2951,1,No Rain
Sunday,1/22/2023,18:00,2758,1,No Rain
Sunday,1/22/2023,19:00,2776,1,No Rain
Sunday,1/22/2023,20:00,2429,1,No Rain
Sunday,1/22/2023,21:00,2018,1,No Rain
Sunday,1/22/2023,22:00,61,1,No Rain
Sunday,1/22/2023,23:00,0,1,No Rain
Monday,1/23/2023,4:00,0,0,No Rain
Monday,1/23/2023,5:00,2912,0,No Rain
Monday,1/23/2023,6:00,4310,0,No Rain
Monday,1/23/2023,7:00,5203,0,No Rain
Monday,1/23/2023,8:00,4354,0,No Rain
Monday,1/23/2023,9:00,3572,0,No Rain
Monday,1/23/2023,10:00,2893,0,No Rain
Monday,1/23/2023,11:00,3013,0,No Rain
Monday,1/23/2023,12:00,2563,0,No Rain
Monday,1/23/2023,13:00,2542,0,No Rain
Monday,1/23/2023,14:00,2793,0,No Rain
Monday,1/23/2023,15:00,2717,0,No Rain
Monday,1/23/2023,16:00,3338,0,No Rain
Monday,1/23/2023,17:00,3755,0,No Rain
Monday,1/23/2023,18:00,3607,0,No Rain
Monday,1/23/2023,19:00,3061,0,No Rain
Monday,1/23/2023,20:00,2680,0,No Rain
Monday,1/23/2023,21:00,1662,0,No Rain
Monday,1/23/2023,22:00,51,0,No Rain
Monday,1/23/2023,23:00,0,0,No Rain
Tuesday,1/24/2023,4:00,0,0,No Rain
Tuesday,1/24/2023,5:00,2755,0,No Rain
Tuesday,1/24/2023,6:00,4037,0,No Rain
Tuesday,1/24/2023,7:00,5254,0,No Rain
Tuesday,1/24/2023,8:00,4242,0,No Rain
Tuesday,1/24/2023,9:00,3272,0,No Rain
Tuesday,1/24/2023,10:00,2631,0,No Rain
Tuesday,1/24/2023,11:00,2798,0,No Rain
Tuesday,1/24/2023,12:00,2582,0,No Rain
Tuesday,1/24/2023,13:00,2449,0,No Rain
Tuesday,1/24/2023,14:00,2479,0,No Rain
Tuesday,1/24/2023,15:00,2622,0,No Rain
Tuesday,1/24/2023,16:00,3134,0,No Rain
Tuesday,1/24/2023,17:00,3330,0,No Rain
Tuesday,1/24/2023,18:00,3343,0,No Rain
Tuesday,1/24/2023,19:00,3079,0,No Rain
Tuesday,1/24/2023,20:00,2587,0,No Rain
Tuesday,1/24/2023,21:00,1701,0,No Rain
Tuesday,1/24/2023,22:00,68,0,No Rain
Tuesday,1/24/2023,23:00,0,0,No Rain
Wednesday,1/25/2023,4:00,0,0,No Rain
Wednesday,1/25/2023,5:00,2528,0,No Rain
Wednesday,1/25/2023,6:00,4082,0,No Rain
Wednesday,1/25/2023,7:00,5328,0,No Rain
Wednesday,1/25/2023,8:00,4336,0,No Rain
Wednesday,1/25/2023,9:00,3386,0,No Rain
Wednesday,1/25/2023,10:00,2612,0,No Rain
Wednesday,1/25/2023,11:00,2766,0,No Rain
Wednesday,1/25/2023,12:00,2742,0,No Rain
Wednesday,1/25/2023,13:00,2590,0,No Rain
Wednesday,1/25/2023,14:00,2612,0,No Rain
Wednesday,1/25/2023,15:00,2773,0,No Rain
Wednesday,1/25/2023,16:00,3268,0,No Rain
Wednesday,1/25/2023,17:00,3681,0,No Rain
Wednesday,1/25/2023,18:00,3497,0,No Rain
Wednesday,1/25/2023,19:00,2916,0,No Rain
Wednesday,1/25/2023,20:00,2707,0,No Rain
Wednesday,1/25/2023,21:00,1768,0,No Rain
Wednesday,1/25/2023,22:00,80,0,No Rain
Wednesday,1/25/2023,23:00,0,0,No Rain
Thursday,1/26/2023,4:00,0,0,No Rain
Thursday,1/26/2023,5:00,2540,0,No Rain
Thursday,1/26/2023,6:00,4053,0,No Rain
Thursday,1/26/2023,7:00,5086,0,No Rain
Thursday,1/26/2023,8:00,4269,0,No Rain
Thursday,1/26/2023,9:00,3391,0,No Rain
Thursday,1/26/2023,10:00,2848,0,No Rain
Thursday,1/26/2023,11:00,2632,0,No Rain
Thursday,1/26/2023,12:00,2644,0,No Rain
Thursday,1/26/2023,13:00,2501,0,No Rain
Thursday,1/26/2023,14:00,2459,0,No Rain
Thursday,1/26/2023,15:00,2620,0,No Rain
Thursday,1/26/2023,16:00,3203,0,No Rain
Thursday,1/26/2023,17:00,3572,0,No Rain
Thursday,1/26/2023,18:00,3387,0,No Rain
Thursday,1/26/2023,19:00,2854,0,No Rain
Thursday,1/26/2023,20:00,2526,0,No Rain
Thursday,1/26/2023,21:00,1677,0,No Rain
Thursday,1/26/2023,22:00,71,0,No Rain
Thursday,1/26/2023,23:00,0,0,No Rain
Friday,1/27/2023,4:00,0,0,Trace Rain
Friday,1/27/2023,5:00,2431,0,Trace Rain
Friday,1/27/2023,6:00,3886,0,Trace Rain
